SubjectID,Age,FootSide,Foot_Length_mm,Foot_Breadth_mm,Ball_Breadth_mm,Heel_Breadth_mm,Toe1_Length_mm,Toe2_Length_mm,Toe3_Length_mm,Toe4_Length_mm,Toe5_Length_mm,Midfoot_Width_mm,Foot_Index_pct,Arch_Index,Heel_Angle_deg,Toe_Angle_deg,Sex
S01743,30,Left,246.5,91.4,79.5,60.9,37.5,38.2,33.9,30.9,27.5,33.1,37.08,0.13,22.0,9.6,0
S01744,25,Left,277.4,105.2,97.7,66.2,43.0,43.4,38.3,33.1,29.6,29.5,37.92,0.11,28.1,12.0,1
S01745,25,Left,278.7,107.6,99.1,61.0,43.3,37.8,36.3,34.3,32.0,35.5,38.61,0.13,26.1,11.0,1
S01746,29,Left,243.7,111.7,95.0,68.6,38.2,37.2,32.1,30.5,27.0,33.3,45.84,0.14,23.9,10.7,1
S01747,28,Right,265.6,99.9,90.3,58.0,39.6,37.3,34.5,31.9,30.5,32.0,37.61,0.12,20.5,12.0,1
S01748,18,Left,266.0,99.7,99.3,64.5,44.0,39.7,36.2,35.8,24.4,30.6,37.48,0.12,18.8,8.1,1
S01749,18,Right,245.2,94.5,87.6,63.3,40.0,39.4,37.5,30.4,28.8,33.7,38.54,0.14,18.1,4.4,0
S01750,30,Right,269.8,101.0,96.0,64.9,44.5,40.8,36.3,30.3,27.7,34.0,37.44,0.13,27.2,17.2,1
S01751,27,Left,231.9,95.2,86.5,61.4,36.7,36.3,30.1,28.5,25.2,25.9,41.05,0.11,21.1,10.2,0
S01752,23,Left,267.4,118.5,96.6,66.4,43.6,35.8,38.3,38.0,24.9,30.4,44.32,0.11,21.7,13.8,1
S01753,37,Right,274.6,99.7,90.5,64.5,45.3,37.6,36.1,35.3,27.3,33.5,36.31,0.12,22.5,13.4,1
S01754,19,Right,252.5,110.2,92.2,62.9,38.7,36.8,32.7,32.6,27.2,32.9,43.64,0.13,21.2,13.4,1
S01755,25,Left,241.9,103.2,84.3,62.8,36.8,35.5,31.3,30.7,26.5,33.0,42.66,0.14,18.9,6.5,0
S01756,24,Right,262.2,87.7,85.2,53.4,38.0,37.3,34.4,35.2,28.8,31.6,33.45,0.12,18.9,11.2,0
S01757,20,Left,235.5,72.7,83.0,58.6,40.2,34.5,34.2,30.5,26.5,29.8,30.87,0.13,20.9,12.3,0
S01758,23,Right,283.4,100.2,92.4,63.1,46.2,44.4,37.5,36.6,29.4,32.3,35.36,0.11,15.3,15.0,1
S01759,18,Left,272.0,108.0,91.4,67.1,43.5,41.1,35.7,27.4,28.6,29.2,39.71,0.11,15.7,10.9,1
S01760,20,Right,252.0,99.0,90.7,61.4,40.5,38.3,33.8,30.8,24.1,30.8,39.29,0.12,20.6,11.6,0
S01761,18,Left,269.4,106.6,97.6,70.8,41.2,39.2,40.2,32.7,31.6,27.2,39.57,0.1,17.2,13.9,1
S01762,24,Right,254.9,92.5,82.7,68.8,44.3,38.3,34.1,30.1,26.8,30.4,36.29,0.12,26.9,9.8,0
S01763,32,Left,280.8,111.9,97.3,59.2,46.4,39.8,34.7,35.3,36.1,30.9,39.85,0.11,21.1,12.2,1
S01764,39,Right,267.0,102.3,100.8,66.4,42.6,42.7,35.7,31.9,31.1,29.6,38.31,0.11,21.6,9.4,1
S01765,26,Right,270.8,101.6,93.4,69.7,45.4,42.9,35.0,32.4,29.4,28.4,37.52,0.1,24.6,12.6,1
S01766,24,Left,278.7,100.3,92.5,63.4,43.0,40.2,34.3,36.8,27.6,30.7,35.99,0.11,19.8,14.2,1
S01767,18,Left,235.6,105.6,84.2,59.9,36.1,34.8,31.8,31.0,27.1,31.3,44.82,0.13,19.7,9.3,0
S01768,30,Left,254.4,106.9,93.5,69.3,41.6,36.5,33.7,30.9,31.8,32.4,42.02,0.13,27.7,13.7,1
S01769,24,Left,257.8,101.2,91.8,64.1,42.5,37.0,36.2,34.8,30.9,31.3,39.26,0.12,22.0,13.8,1
S01770,23,Right,255.2,104.8,97.7,68.7,39.9,40.9,34.6,28.6,29.3,30.7,41.07,0.12,21.8,13.8,1
S01771,23,Left,266.5,100.0,96.0,68.2,41.6,38.8,37.4,32.4,28.0,28.3,37.52,0.11,25.9,8.8,1
S01772,23,Left,242.8,93.0,78.4,58.5,37.0,36.9,34.7,31.4,27.4,27.3,38.3,0.11,20.6,11.6,0
S01773,21,Right,246.4,94.7,78.8,56.1,38.2,37.4,32.2,30.2,26.7,26.1,38.43,0.11,21.2,14.5,0
S01774,18,Right,246.9,95.0,87.7,61.4,39.1,35.8,33.4,28.7,25.6,30.1,38.48,0.12,20.9,8.1,0
S01775,24,Right,226.2,90.2,81.0,60.5,37.9,30.9,32.8,26.1,24.3,28.4,39.88,0.13,18.5,9.5,0
S01776,25,Left,276.2,100.4,94.7,65.6,41.8,39.9,38.1,35.1,27.6,29.1,36.35,0.1,24.2,13.0,1
S01777,30,Left,261.4,96.6,81.4,57.9,43.1,38.0,35.9,28.6,28.7,30.6,36.95,0.12,20.9,9.7,0
S01778,18,Right,261.9,101.4,89.2,64.1,43.6,39.2,33.2,33.7,29.5,32.9,38.72,0.13,20.2,9.5,1
S01779,29,Right,279.9,98.0,98.0,63.0,40.6,39.4,35.5,32.2,30.5,31.3,35.01,0.11,26.1,11.3,1
S01780,26,Left,250.6,87.8,84.2,66.5,39.3,39.7,34.2,26.4,28.9,31.5,35.04,0.13,19.9,12.5,0
S01781,18,Left,253.4,93.9,95.9,68.7,38.6,38.1,34.7,33.6,28.8,31.0,37.06,0.12,18.0,8.1,1
S01782,32,Left,232.4,93.1,85.1,63.8,38.8,34.6,33.6,31.1,24.7,28.2,40.06,0.12,22.2,13.4,0
S01783,20,Left,247.9,108.1,88.4,70.8,38.6,34.1,34.0,34.9,25.6,31.3,43.61,0.13,22.4,15.8,1
S01784,19,Right,247.3,90.4,86.7,62.5,39.8,35.7,32.9,31.0,27.3,30.8,36.55,0.12,18.6,7.6,0
S01785,27,Right,239.3,95.5,90.8,60.3,37.0,32.9,32.3,29.5,23.1,28.3,39.91,0.12,24.6,11.0,0
S01786,18,Left,261.4,87.0,86.2,61.8,41.2,39.2,34.9,33.2,29.3,33.4,33.28,0.13,15.9,10.4,0
S01787,22,Right,246.5,98.5,90.3,61.8,41.3,37.3,30.2,32.8,28.7,28.4,39.96,0.12,18.2,10.2,0
S01788,18,Right,240.1,96.4,88.3,60.0,40.5,35.2,31.0,29.8,26.6,28.8,40.15,0.12,23.8,11.6,0
S01789,18,Left,288.4,94.9,103.3,71.1,47.5,43.0,36.4,35.0,27.1,32.9,32.91,0.11,22.6,10.5,1
S01790,31,Left,237.2,92.2,83.5,64.0,37.3,35.6,32.1,27.2,25.5,24.1,38.87,0.1,20.5,11.0,0
S01791,19,Right,263.5,107.3,101.2,68.7,47.5,37.5,32.0,33.2,29.8,34.2,40.72,0.13,27.7,8.9,1
S01792,23,Right,228.7,91.9,87.1,59.7,36.9,32.5,31.3,28.5,23.0,30.3,40.18,0.13,14.9,10.4,0
S01793,35,Left,253.2,94.4,85.8,61.6,44.0,37.3,37.6,33.2,27.7,29.6,37.28,0.12,21.2,12.1,0
S01794,32,Left,251.9,97.2,98.4,62.2,41.5,35.7,37.0,30.3,25.9,28.6,38.59,0.11,21.3,9.1,0
S01795,19,Left,259.2,99.0,94.2,68.7,40.1,38.7,33.0,34.0,29.6,32.5,38.19,0.12,21.8,8.7,1
S01796,24,Right,279.1,105.2,88.2,60.6,45.2,39.7,38.8,33.1,31.0,30.2,37.69,0.11,27.3,13.9,1
S01797,33,Right,245.3,88.0,85.6,57.3,39.8,35.6,31.8,30.4,22.0,27.1,35.87,0.11,27.4,9.7,0
S01798,22,Left,274.8,103.8,98.8,65.4,46.5,38.4,36.9,33.9,29.0,29.5,37.77,0.11,20.5,10.9,1
S01799,22,Left,287.2,98.9,100.0,67.4,46.1,38.6,41.4,33.8,32.9,31.1,34.44,0.11,22.6,12.1,1
S01800,20,Left,285.8,107.0,96.1,66.5,47.3,42.9,39.0,34.0,31.2,28.8,37.44,0.1,21.9,12.2,1
S01801,18,Left,242.2,92.9,83.3,63.5,34.5,37.2,32.8,30.2,26.0,30.2,38.36,0.12,14.5,8.5,0
S01802,36,Left,246.3,104.4,89.4,63.6,39.2,37.3,32.0,29.6,27.1,25.5,42.39,0.1,18.5,11.6,0
S01803,22,Right,261.2,100.2,89.2,66.3,40.6,33.5,35.4,30.6,26.6,33.8,38.36,0.13,24.6,12.7,1
S01804,25,Left,269.5,104.0,96.1,68.3,40.2,39.6,33.8,34.6,31.3,29.8,38.59,0.11,21.6,7.8,1
S01805,30,Right,278.5,105.0,93.4,66.5,45.2,41.5,37.0,34.6,29.1,30.0,37.7,0.11,15.0,10.3,1
S01806,29,Right,243.3,95.0,88.1,58.8,36.9,34.6,31.7,30.3,23.1,29.6,39.05,0.12,23.8,9.0,0
S01807,21,Left,268.6,101.0,83.9,63.0,40.8,40.0,36.0,30.3,30.4,27.2,37.6,0.1,21.1,8.0,0
S01808,18,Left,261.2,104.7,87.2,70.5,38.3,35.7,37.4,35.9,28.1,30.9,40.08,0.12,24.7,12.6,1
S01809,22,Left,264.2,103.9,89.5,65.3,45.7,39.7,37.0,31.6,29.5,30.4,39.33,0.12,18.3,10.5,1
S01810,21,Right,265.0,109.2,90.1,63.4,41.2,40.2,35.4,32.7,28.1,33.0,41.21,0.12,23.4,9.0,1
S01811,30,Left,252.1,96.5,79.2,56.3,42.7,34.6,34.5,30.6,26.7,28.5,38.28,0.11,18.4,8.9,0
S01812,30,Left,258.5,97.2,88.2,54.3,42.7,40.0,31.1,33.4,25.5,25.1,37.6,0.1,24.0,8.0,0
S01813,20,Right,281.9,106.1,92.3,60.7,48.4,45.9,38.8,38.0,31.5,27.1,37.64,0.1,21.2,10.7,1
S01814,18,Right,280.6,116.9,93.9,63.7,41.7,39.8,40.3,35.7,31.4,31.8,41.66,0.11,24.2,8.9,1
S01815,30,Right,274.7,101.6,95.0,64.6,45.2,43.2,36.4,34.2,31.7,32.8,36.99,0.12,32.4,9.3,1
S01816,33,Left,224.2,93.9,86.8,55.2,34.5,31.3,31.7,30.4,24.3,30.1,41.88,0.13,21.5,13.1,0
S01817,21,Left,267.4,102.9,93.6,61.9,41.8,39.2,35.7,31.4,26.5,29.0,38.48,0.11,16.2,10.3,1
S01818,32,Left,251.2,94.3,82.4,61.5,41.2,39.4,35.5,29.7,28.1,28.4,37.54,0.11,17.2,6.4,0
S01819,38,Right,238.3,86.1,77.3,60.5,37.2,33.6,32.1,29.0,25.9,27.2,36.13,0.11,25.9,7.8,0
S01820,23,Right,274.0,99.7,97.0,64.5,40.9,40.7,37.1,34.0,28.5,29.7,36.39,0.11,25.4,12.9,1
S01821,19,Left,246.6,108.0,98.7,64.7,38.4,37.9,32.9,29.6,24.6,32.8,43.8,0.13,20.4,13.8,1
S01822,27,Left,276.3,108.7,97.8,64.5,45.7,38.7,38.3,32.9,31.3,28.0,39.34,0.1,23.6,10.4,1
S01823,27,Left,249.5,103.6,85.6,60.5,39.9,38.4,36.1,32.2,27.9,30.4,41.52,0.12,20.0,7.3,0
S01824,21,Left,256.1,93.3,84.1,56.0,44.7,42.3,33.4,34.0,28.0,32.2,36.43,0.13,21.0,10.2,0
S01825,18,Right,234.5,91.1,79.6,56.1,36.7,36.9,32.3,26.2,27.4,29.0,38.85,0.12,24.5,9.0,0
S01826,19,Right,261.5,95.8,84.3,63.4,40.6,34.8,33.3,35.1,29.3,29.3,36.63,0.11,22.7,10.6,0
S01827,23,Right,264.7,99.8,93.8,67.3,43.0,41.1,36.1,35.8,25.0,30.4,37.7,0.12,25.1,10.5,1
S01828,30,Left,254.1,89.7,76.8,60.5,41.3,37.3,34.6,33.1,27.0,28.4,35.3,0.11,20.2,7.6,0
S01829,24,Left,244.2,94.6,77.0,63.6,39.3,32.2,35.6,32.8,24.8,26.2,38.74,0.11,23.4,12.3,0
S01830,27,Right,279.4,97.1,95.2,62.6,45.2,39.1,35.2,38.2,27.6,29.7,34.75,0.11,21.9,7.8,1
S01831,29,Right,236.6,97.0,80.7,58.8,35.5,36.9,32.9,27.2,26.4,30.3,41.0,0.13,19.4,13.3,0
S01832,31,Right,240.5,85.7,91.0,57.9,39.1,32.4,32.7,30.0,26.7,35.0,35.63,0.15,18.1,11.6,0
S01833,28,Right,236.9,96.9,85.7,58.2,39.2,34.5,34.3,29.1,23.6,32.0,40.9,0.14,21.1,8.1,0
S01834,22,Left,238.7,102.6,86.0,58.2,37.4,36.8,33.7,29.7,25.5,30.9,42.98,0.13,18.4,8.8,0
S01835,40,Left,249.5,91.2,85.8,56.9,41.5,37.4,33.5,30.1,25.0,29.6,36.55,0.12,20.4,8.7,0
S01836,28,Right,214.9,94.5,82.9,56.2,35.6,29.4,30.2,24.5,23.9,30.9,43.97,0.14,19.0,13.4,0
S01837,36,Right,272.8,100.5,94.5,66.0,45.8,38.4,36.8,35.5,27.7,30.1,36.84,0.11,18.2,10.3,1
S01838,18,Left,265.3,108.3,94.0,62.1,42.1,38.0,34.2,32.1,28.5,33.0,40.82,0.12,22.1,9.2,1
S01839,32,Right,249.6,95.8,88.0,58.9,39.7,38.7,33.5,29.7,29.1,30.7,38.38,0.12,13.5,10.5,0
S01840,18,Left,285.7,98.3,94.6,70.0,47.9,44.8,35.1,36.4,28.0,29.0,34.41,0.1,24.5,12.3,1
S01841,29,Left,258.9,107.0,92.5,61.3,42.6,39.6,35.2,30.3,31.4,32.1,41.33,0.12,23.8,13.8,1
S01842,32,Right,267.1,103.2,93.8,69.0,42.3,39.5,36.6,32.4,32.7,34.7,38.64,0.13,21.1,10.4,1
S01843,22,Right,275.3,102.9,85.2,65.0,46.2,44.9,36.0,34.8,35.4,33.4,37.38,0.12,18.4,11.5,1
S01844,26,Right,228.6,92.5,83.4,59.1,38.6,35.1,31.9,28.7,24.4,27.3,40.46,0.12,16.4,8.6,0
S01845,24,Right,231.1,96.9,87.6,58.7,35.2,34.4,30.7,32.2,22.7,28.9,41.93,0.12,20.9,8.3,0
S01846,22,Right,253.2,101.4,88.4,71.1,39.9,37.4,32.7,31.8,29.3,29.2,40.05,0.12,19.3,11.0,1
S01847,18,Left,274.6,105.1,88.0,65.0,40.3,40.4,37.0,33.7,29.6,32.3,38.27,0.12,27.1,9.6,1
S01848,19,Right,278.3,103.5,101.2,62.3,44.4,40.2,39.7,35.2,26.8,33.5,37.19,0.12,23.5,9.9,1
S01849,22,Right,229.4,94.5,83.5,57.7,39.0,31.0,32.1,25.9,24.9,29.0,41.19,0.13,16.2,8.3,0
S01850,29,Left,239.8,104.7,81.4,58.7,41.0,34.2,32.5,32.0,25.3,27.4,43.66,0.11,14.5,7.8,0
S01851,19,Left,265.6,104.4,97.2,68.5,41.5,38.6,37.0,34.4,32.4,32.6,39.31,0.12,24.1,12.7,1
S01852,25,Left,257.0,93.9,91.4,61.0,40.2,38.2,32.7,31.3,29.2,30.2,36.54,0.12,18.8,15.5,0
S01853,23,Left,224.9,83.4,87.9,62.4,35.5,35.2,31.1,24.8,25.0,28.5,37.08,0.13,18.1,10.7,0
S01854,28,Right,242.3,93.2,81.5,57.5,39.9,34.4,32.0,31.7,28.3,28.0,38.46,0.12,15.6,11.8,0
S01855,19,Left,260.5,93.9,86.4,61.6,43.6,40.0,35.5,34.0,27.6,32.4,36.05,0.12,18.2,9.1,0
S01856,18,Right,252.1,106.7,87.0,64.2,39.4,38.2,33.0,31.5,26.3,29.9,42.32,0.12,25.8,9.7,1
S01857,29,Left,245.0,102.5,83.5,61.9,45.0,38.1,32.9,30.1,28.0,25.2,41.84,0.1,21.3,9.4,0
S01858,24,Left,277.7,91.7,94.4,60.1,44.4,44.2,37.1,34.9,32.2,32.5,33.02,0.12,24.5,12.9,1
S01859,20,Left,252.7,92.6,88.1,61.3,40.4,33.8,35.1,32.6,24.6,32.3,36.64,0.13,18.8,13.6,0
S01860,29,Left,247.3,96.7,78.4,59.3,39.8,36.8,33.4,28.6,25.1,26.2,39.1,0.11,21.7,9.8,0
S01861,24,Left,224.5,89.6,87.4,59.9,38.7,29.6,26.5,27.7,23.9,29.5,39.91,0.13,21.3,13.0,0
S01862,23,Left,249.7,95.2,79.7,59.0,42.2,35.5,36.0,32.1,27.7,27.5,38.13,0.11,20.8,9.0,0
S01863,31,Left,254.6,106.1,87.9,64.0,39.9,37.4,37.2,33.3,27.8,34.6,41.67,0.14,23.0,13.3,1
S01864,18,Left,253.4,99.9,85.9,57.7,41.2,38.8,31.0,31.6,27.5,30.9,39.42,0.12,21.2,11.0,0
S01865,22,Left,245.0,94.3,82.9,56.6,42.1,36.4,32.9,30.0,26.8,28.0,38.49,0.11,18.3,7.3,0
S01866,25,Right,225.3,97.5,81.6,59.4,33.7,34.0,30.1,30.1,22.3,30.8,43.28,0.14,21.3,8.3,0
S01867,18,Right,266.5,96.5,90.7,64.8,42.7,39.2,38.4,32.3,28.5,33.0,36.21,0.12,16.3,15.5,1
S01868,18,Right,266.2,97.3,91.3,69.3,41.0,39.6,33.8,32.7,28.1,28.6,36.55,0.11,24.4,13.7,1
S01869,19,Left,267.4,98.9,94.1,68.3,47.0,39.7,36.4,32.6,31.9,31.7,36.99,0.12,24.5,12.4,1
S01870,30,Right,244.8,90.6,90.6,60.3,38.7,36.0,32.9,31.8,29.1,27.1,37.01,0.11,18.0,8.8,0
S01871,26,Left,257.0,100.4,89.5,61.8,40.5,39.1,33.4,32.4,32.0,27.0,39.07,0.1,18.3,11.9,0
S01872,19,Left,284.2,110.2,96.3,68.5,47.3,39.8,38.7,33.0,28.8,31.7,38.78,0.11,24.8,11.6,1
S01873,34,Left,247.5,99.2,83.5,56.5,41.2,35.0,30.9,30.6,27.3,29.6,40.08,0.12,22.3,11.8,0
S01874,18,Left,260.1,98.3,89.0,56.6,42.8,37.2,35.2,33.8,27.4,26.1,37.79,0.1,18.9,10.2,0
S01875,29,Left,234.3,91.4,91.6,59.8,35.8,30.9,29.9,28.9,21.3,27.4,39.01,0.12,18.4,8.5,0
S01876,21,Right,238.9,97.6,85.1,58.6,37.8,35.2,30.1,28.6,26.4,26.3,40.85,0.11,18.1,14.8,0
S01877,18,Left,240.4,92.3,87.1,58.8,40.6,32.9,33.6,30.3,27.3,31.1,38.39,0.13,14.6,14.3,0
S01878,28,Right,245.0,89.5,87.7,58.1,38.6,33.7,34.7,30.6,27.5,30.6,36.53,0.12,22.5,8.6,0
S01879,25,Right,269.0,109.4,95.3,65.0,41.1,37.2,35.7,34.8,28.9,30.7,40.67,0.11,18.7,11.0,1
S01880,23,Right,254.0,87.4,90.2,56.5,42.0,37.7,32.3,32.4,26.0,31.1,34.41,0.12,17.9,7.0,0
S01881,34,Right,247.2,85.7,82.9,58.3,37.6,35.6,32.1,29.8,28.4,30.3,34.67,0.12,24.7,10.6,0
S01882,18,Right,233.9,86.8,85.4,57.3,39.9,35.4,31.9,29.4,26.9,31.4,37.11,0.13,18.5,8.6,0
S01883,27,Right,263.8,99.6,81.1,61.3,37.5,40.8,32.4,34.9,26.6,32.8,37.76,0.12,20.3,12.0,0
S01884,23,Left,239.5,95.4,87.5,59.5,38.5,34.1,29.7,29.9,26.6,30.1,39.83,0.13,18.3,7.3,0
S01885,19,Right,282.7,108.2,89.8,67.4,42.4,43.4,36.0,36.2,31.4,33.1,38.27,0.12,21.5,13.6,1
S01886,25,Right,284.8,102.5,89.2,64.9,44.4,38.5,39.7,32.7,31.9,32.9,35.99,0.12,26.2,11.5,1
S01887,20,Left,286.0,105.2,88.4,67.9,46.3,42.8,37.1,39.3,32.9,28.3,36.78,0.1,17.2,10.4,1
S01888,25,Left,273.9,106.3,91.5,63.9,42.5,39.9,36.0,34.8,30.6,31.6,38.81,0.12,23.1,14.4,1
S01889,24,Right,257.1,91.4,84.2,59.7,40.1,40.1,34.2,31.4,27.8,30.4,35.55,0.12,20.8,10.4,0
S01890,19,Left,233.3,95.7,87.9,62.3,35.6,32.5,32.7,28.0,26.8,31.9,41.02,0.14,18.0,9.0,0
S01891,18,Right,279.6,105.4,94.9,65.7,45.4,38.9,37.3,33.4,30.6,30.4,37.7,0.11,28.8,10.1,1
S01892,24,Left,264.0,103.2,92.8,65.0,44.8,40.7,36.1,34.6,25.6,28.5,39.09,0.11,23.4,13.5,1
S01893,26,Left,222.4,91.2,79.4,60.1,37.0,33.5,33.3,30.7,22.2,26.0,41.01,0.12,17.7,11.4,0
S01894,27,Right,248.3,110.2,99.2,65.2,36.6,39.3,36.1,32.2,26.9,30.4,44.38,0.12,26.0,11.4,1
S01895,25,Left,244.9,95.3,82.2,62.2,38.1,38.0,33.8,27.8,27.0,26.5,38.91,0.11,15.8,5.6,0
S01896,18,Left,235.7,89.5,82.0,63.3,38.9,32.8,29.2,27.4,24.5,28.4,37.97,0.12,23.5,8.9,0
S01897,35,Right,224.8,100.1,87.1,58.1,35.9,35.0,30.0,28.5,23.6,30.9,44.53,0.14,20.2,11.7,0
S01898,32,Right,259.1,107.5,89.7,67.3,38.5,38.8,38.8,31.1,28.0,32.7,41.49,0.13,22.1,14.4,1
S01899,27,Right,280.5,97.8,96.0,67.9,44.7,40.4,39.0,38.2,30.3,27.7,34.87,0.1,16.6,11.6,1
S01900,22,Right,246.1,95.7,88.1,60.2,41.3,36.9,33.7,29.3,25.2,22.7,38.89,0.09,23.7,9.7,0
S01901,22,Left,221.6,97.5,86.2,59.2,32.0,32.7,31.3,29.4,26.2,26.6,44.0,0.12,17.7,9.7,0
S01902,24,Left,280.6,107.1,93.1,64.8,46.6,42.1,41.0,37.1,31.5,29.6,38.17,0.1,28.2,10.8,1
S01903,29,Right,223.7,84.3,87.1,60.1,36.6,33.1,29.9,26.2,24.9,29.3,37.68,0.13,24.0,9.0,0
S01904,31,Right,278.4,108.3,96.9,65.8,46.1,42.2,39.1,37.8,31.4,29.8,38.9,0.11,18.7,14.3,1
S01905,27,Right,265.0,101.1,82.7,60.6,43.0,37.7,37.2,31.5,30.6,32.9,38.15,0.12,19.6,10.9,0
S01906,26,Right,245.6,109.3,98.9,66.8,39.6,36.6,32.4,34.7,25.5,32.9,44.5,0.13,24.8,11.1,1
S01907,19,Right,243.7,98.0,81.1,53.4,40.0,37.1,36.4,28.3,23.5,27.8,40.21,0.11,21.7,5.6,0
S01908,25,Right,270.3,111.6,96.8,66.6,43.7,38.6,35.7,33.1,30.9,28.5,41.29,0.1,22.2,11.2,1
S01909,19,Right,265.4,110.3,97.1,65.9,41.2,37.6,37.5,32.1,31.0,29.3,41.56,0.11,21.4,11.1,1
S01910,20,Right,270.0,109.2,87.7,68.1,40.5,41.6,36.7,31.8,26.2,35.4,40.44,0.13,28.9,9.8,1
S01911,18,Left,270.9,101.8,101.1,67.2,42.6,41.1,36.0,35.9,29.5,33.8,37.58,0.12,22.8,13.1,1
S01912,24,Left,219.7,98.8,83.4,62.5,35.8,31.0,29.7,26.5,23.1,30.8,44.97,0.14,27.5,12.2,0
S01913,24,Left,260.1,90.8,81.1,57.1,40.8,37.0,35.1,28.9,26.8,31.5,34.91,0.12,16.2,8.7,0
S01914,32,Left,271.8,105.3,91.7,67.4,40.3,41.1,35.7,29.6,29.9,34.1,38.74,0.12,16.3,11.5,1
S01915,18,Left,273.1,103.9,95.9,61.6,45.1,42.2,37.0,37.6,31.5,30.9,38.04,0.11,26.3,12.2,1
S01916,19,Right,241.2,91.0,89.1,58.5,38.3,35.5,35.5,31.4,28.1,25.8,37.73,0.11,18.0,12.4,0
S01917,18,Left,246.0,97.2,90.8,59.2,39.4,34.8,34.7,30.9,29.5,29.7,39.51,0.12,25.2,9.7,0
S01918,26,Right,257.0,88.0,89.2,60.7,44.0,39.5,35.2,32.1,28.3,32.6,34.24,0.13,21.8,9.3,0
S01919,28,Left,275.6,97.4,91.7,67.9,44.0,43.1,38.0,36.7,31.4,29.4,35.34,0.11,21.4,11.7,1
S01920,32,Right,251.1,105.2,102.0,67.5,40.4,37.2,33.5,31.7,29.2,30.3,41.9,0.12,14.5,12.9,1
S01921,37,Right,240.5,88.8,81.4,58.7,37.9,37.4,32.8,31.5,26.9,28.8,36.92,0.12,21.3,5.4,0
S01922,23,Left,276.6,106.7,91.9,65.7,43.6,42.7,34.8,33.6,27.2,30.2,38.58,0.11,22.0,16.2,1
S01923,20,Right,257.3,99.3,82.0,59.9,43.8,39.8,33.3,34.7,29.8,32.3,38.59,0.13,19.5,8.3,0
S01924,24,Left,287.3,109.8,98.9,70.8,45.0,43.1,39.2,37.0,30.9,31.2,38.22,0.11,22.2,13.1,1
S01925,28,Right,246.1,90.2,74.5,63.3,39.0,36.4,37.0,31.2,28.0,29.0,36.65,0.12,19.4,9.9,0
S01926,24,Left,277.9,101.9,100.2,67.4,45.8,42.8,41.9,35.3,30.5,34.8,36.67,0.12,25.3,12.6,1
S01927,26,Right,221.5,96.6,87.3,59.4,33.7,35.6,30.7,25.3,28.4,27.8,43.61,0.13,24.0,11.3,0
S01928,27,Left,273.5,104.9,90.5,68.0,40.3,35.9,36.7,32.9,32.3,31.3,38.35,0.11,27.0,10.9,1
S01929,27,Right,242.0,89.2,83.1,62.5,38.8,34.2,32.8,27.5,28.6,29.2,36.86,0.12,26.6,7.8,0
S01930,21,Left,275.7,100.2,95.8,66.8,43.7,40.8,36.3,31.2,28.0,28.2,36.34,0.1,21.3,13.4,1
S01931,33,Right,239.5,88.3,83.0,56.6,34.1,36.7,33.6,28.1,24.8,28.9,36.87,0.12,18.4,12.2,0
S01932,22,Left,218.0,95.2,83.4,57.9,34.8,32.4,28.7,29.5,25.3,30.8,43.67,0.14,19.7,11.0,0
S01933,19,Left,253.0,96.7,83.9,60.1,39.7,36.2,35.7,33.2,29.8,26.3,38.22,0.1,24.2,11.1,0
S01934,32,Right,243.3,91.5,87.4,59.2,38.0,34.3,32.6,31.4,25.8,29.1,37.61,0.12,18.3,10.3,0
S01935,25,Right,235.6,95.5,86.1,58.3,38.9,33.9,33.9,27.0,25.8,34.3,40.53,0.15,12.8,11.9,0
S01936,26,Right,236.6,93.9,88.0,66.2,34.5,38.3,31.7,30.9,28.2,32.1,39.69,0.14,17.8,9.5,0
S01937,24,Left,265.7,106.1,90.4,67.3,41.2,37.6,36.9,34.0,29.2,32.0,39.93,0.12,24.3,7.1,1
S01938,27,Right,238.0,95.8,85.6,58.2,36.8,35.3,29.6,32.8,25.1,28.2,40.25,0.12,22.2,9.7,0
S01939,22,Left,254.0,108.5,89.6,66.7,39.2,38.8,31.7,31.3,28.6,31.6,42.72,0.12,25.2,13.7,1
S01940,27,Right,274.0,106.3,93.8,69.6,43.3,43.2,33.7,35.2,31.2,29.7,38.8,0.11,20.9,12.9,1
S01941,30,Left,249.0,105.1,104.1,64.8,40.5,36.7,32.7,32.4,28.9,30.5,42.21,0.12,23.0,12.5,1
S01942,23,Right,267.1,107.9,93.4,74.2,42.8,40.8,38.5,31.9,30.9,32.7,40.4,0.12,23.3,13.5,1
S01943,21,Left,270.8,99.8,87.2,64.2,45.9,40.9,36.6,34.1,26.2,27.9,36.85,0.1,17.1,11.8,0
S01944,33,Left,240.3,96.3,89.2,64.8,38.1,38.6,34.2,27.7,24.0,27.8,40.07,0.12,24.3,9.0,0
S01945,18,Right,242.3,103.8,84.3,63.5,39.0,33.9,36.3,33.6,26.4,29.3,42.84,0.12,23.7,9.6,0
S01946,30,Right,245.4,88.4,93.8,57.8,37.9,35.1,34.4,32.0,26.1,29.6,36.02,0.12,21.2,7.1,0
S01947,24,Right,262.4,97.6,92.1,75.1,42.5,39.8,33.0,34.6,28.2,34.0,37.2,0.13,18.3,11.8,1
S01948,21,Left,277.4,104.6,90.7,66.8,42.7,41.3,39.7,32.1,27.1,31.1,37.71,0.11,19.7,12.1,1
